Original Language,Original Title,Overview,Popularity,Poster Path,Release Date,Title,Video,Vote Average,Vote Count
en,Hellraiser,"After tinkering with a box he bought while abroad, sexual deviant Frank inadvertently opens a portal to hell, where fetish-demons led by Pinhead tear his body apart. When Frank’s brother and his wife move into his house, a skeletal Frank appears to his sister-in-law and asks her to supply him with corpses for his regeneration.",24.033,/nnYHvA2tSVdtr8KxIy8F6YndCOy.jpg,1987-09-11,Hellraiser,FALSE,6.9,2169
en,Rounders,A young reformed gambler must return to playing big stakes poker to help a friend pay off loan sharks.,21.834,/7JfFYnOLWi2X4TZXJ7qQ7xO1D2x.jpg,1998-09-11,Rounders,FALSE,7,1513
en,Escape from New York,"In the future, crime is out of control and New York City's Manhattan is a maximum security prison. Grabbing a bargaining chip right out of the air, convicts bring down the President's plane in bad old Gotham. Gruff Snake Plissken, a one-eyed lone warrior new to prison life, is coerced into bringing the President, and his cargo, out of this land of undesirables.",21.533,/bOXk4mF2TjMJVq8DZYUtblKOR92.jpg,1981-05-23,Escape from New York,FALSE,7.1,2732
en,Little Children,"The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations.",21.584,/so9xla7b7WfFiarDwOukhQpRuyd.jpg,2006-10-06,Little Children,FALSE,7.1,853
fr,BAC Nord,"A police brigade works in the dangerous northern neighborhoods of Marseille, where the level of crime is higher than anywhere else in France.",32.858,/nLanxl7Xhfbd5s8FxPy8jWZw4rv.jpg,2021-08-18,The Stronghold,FALSE,7.4,1052
en,Piranha 3DD,"After the events at Lake Victoria, the prehistoric school of blood-thirsty piranhas make their way into swimming pools, plumbing, and a newly opened water park.",23.334,/mv2Ej9WPVWivNvtMTTxgb07c7N9.jpg,2012-05-11,Piranha 3DD,FALSE,4.3,911
en,Jaws 2,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,27.331,/cN3ijEwsn4kBaRuHfcJpAQJbeWe.jpg,1978-06-16,Jaws 2,FALSE,6,1652
th,บ้านเช่า..บูชายัญ,A man becomes determined to protect his family from a dark cult whose members come in the guise of perfect tenants.,26.744,/n6vlQoNDhcyAbI7e3iJrbao5Ic2.jpg,2023-04-06,Home for Rent,FALSE,6.6,6
en,L'Ours,An orphan bear cub hooks up with an adult male as they try to dodge human hunters.,19.58,/dFCBCcAaz7kxP841UeZCRhyNFsC.jpg,1988-10-21,The Bear,FALSE,7,412
en,Friday the 13th Part VII: The New Blood,A young girl who possesses the deadly power of telekinesis accidentally unchains the bloodthirsty Jason Voorhees from his watery grave.,23.329,/xBjEL0k9Cz3QFjnpEK6c8b9Z51o.jpg,1988-05-13,Friday the 13th Part VII: The New Blood,FALSE,5.4,874
en,Backdraft,Firemen brothers Brian and Stephen McCaffrey battle each other over past slights while trying to stop an arsonist with a diabolical agenda from torching Chicago.,23.777,/bymJtYNIdiAiBR1LRetaJXbfryc.jpg,1991-05-24,Backdraft,FALSE,6.6,1233
ko,안마방 여대생들,"Hyun-jin is always frustrated with his wife who always refuse her, saying she's tired. One day, Hyun-jin drinks with his friends, Min-seok and Jin-gi, and got a massage together per Jin-gi's suggestion. But then, he falls in love with the special service, and after that, Hyun-jin goes back to the massage parlor whenever he has time...",26.121,/1dXKc0nrk5BewADLyfqD6i096tA.jpg,2020-04-03,College Girls' Massage Parlor,FALSE,7.1,5
en,Megalodon: The Monster Shark Lives,"In April 2013, a fishing vessel was attacked off the coast of South Africa, killing all on board. A TV crew documented Marine Biologist Collin Drake as he worked to determine the predator responsible. His discovery is presented in this shocking footage.",20.351,/bdAGXOHwvvAPdGEGBkKZHpRBI7K.jpg,2013-08-04,Megalodon: The Monster Shark Lives,FALSE,5.4,9
en,A Monster Calls,A boy imagines a monster that helps him deal with his difficult life and see the world in a different way.,22.083,/eNTalDnE6AcFKghdvws2ckguYWC.jpg,2016-10-07,A Monster Calls,FALSE,7.3,3068
en,Misery,"Novelist Paul Sheldon crashes his car on a snowy Colorado road. He is found by Annie Wilkes, the ""number one fan"" of Paul's heroine Misery Chastaine. Annie is also dangerously unstable, and Paul finds himself crippled, drugged, and at her mercy.",26.827,/klPO5oh1LOxiPpdDXZo1ADgpKcw.jpg,1990-11-30,Misery,FALSE,7.8,4063
en,Overlord,"France, June 1944. On the eve of D-Day, some American paratroopers fall behind enemy lines after their aircraft crashes while on a mission to destroy a radio tower in a small village near the beaches of Normandy. After reaching their target, the surviving paratroopers realise that, in addition to fighting the Nazi troops that patrol the village, they also must fight against something else.",26.035,/l76Rgp32z2UxjULApxGXAPpYdAP.jpg,2018-11-01,Overlord,FALSE,6.7,2562
en,The Time Machine,"Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds mankind divided into two warring races.",20.826,/9QB6wIc6XOtoi02uUCLSvY0onSL.jpg,2002-03-04,The Time Machine,FALSE,6.2,2005
ja,おおかみこどもの雨と雪,"After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the son and daughter that she had with him. However, their inheritance of their father's traits prove to be a challenge for her.",20.776,/vHMvBkr42Gh3OORcnmfCFfqJ1E.jpg,2012-07-21,Wolf Children,FALSE,8.2,2045
zh,屠魔：王者征途,"Lord of Darkness Artha was born from human struggle and resentment. In ancient times he formed an army of undead to conquer the world. At the moment of final battle human leaders used blood to forge the holy sword to seal Artha. For thousands of years, legends have fallen one after another, and Artha has made a comeback.",16.943,/xUSw4EZApLW0ghZgjGQKMClb8H0.jpg,2021-10-18,The Sword,FALSE,5.3,3
es,El robo del siglo,"In 2006, a group of thieves performed what is considered one of the most famous and smart bank heists in the history of Argentina. How they robbed the Rio bank is as surprising as what happened afterwards. This is their story.",21.836,/1zL4VCVin4S8kOXhszMDqfwWPCM.jpg,2020-01-16,The Heist of the Century,FALSE,7.8,694
en,Basic Instinct 2,"Novelist Catherine Tramell is once again in trouble with the law, and Scotland Yard appoints psychiatrist Dr. Michael Glass to evaluate her. Though, like Detective Nick Curran before him, Glass is entranced by Tramell and lured into a seductive game.",25.074,/kbxuAUIKrZHXXRxVvVYw95HWPKJ.jpg,2006-03-29,Basic Instinct 2,FALSE,5.1,673
en,Aftermath,"A fatal plane crash changes the lives of Roman and Jake forever. Roman loses his wife and daughter in the accident, while Jake loses his mind—as he happens to be the air traffic controller who failed to avert the nightmare. Rage and revenge engulfs Roman and Jake finds himself swamped with guilt and regret.",18.328,/25oWTCGqIik4gUTMidx3L8DI4Bt.jpg,2017-02-28,Aftermath,FALSE,5.7,803
ja,キャプテンハーロック,Space Pirate Captain Harlock and his fearless crew face off against the space invaders who seek to conquer the planet Earth.,21.074,/fnoZJlitIOBo2fSCyzAsv0lHtYL.jpg,2013-09-07,Space Pirate Captain Harlock,FALSE,6.6,936
ja,十三人の刺客,A bravado period action film set at the end of Japan's feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a war-torn future.,23.573,/yUsVsiVXUwClk4vSCx80vrdO6MV.jpg,2010-09-09,13 Assassins,FALSE,7.3,976
ja,Final Fantasy VII: Advent Children,"Two years have passed since the final battle with Sephiroth. Though Midgar, city of mako, city of prosperity, has been reduced to ruins, its people slowly but steadily walk the road to reconstruction. However, a mysterious illness called Geostigma torments them. With no cure in sight, it brings death to the afflicted, one after another, robbing the people of their fledgling hope.",25.021,/pTIXM2yu8McSlcQVs1VjVSNC45x.jpg,2005-07-14,Final Fantasy VII: Advent Children,FALSE,7.1,1002
en,Black Mirror: Bandersnatch,"In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings.",26.579,/fR0VZ0VE598zl1lrYf7IfBqEwQ2.jpg,2018-12-28,Black Mirror: Bandersnatch,FALSE,6.8,3606
en,Rear Window,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,25.42,/qitnZcLP7C9DLRuPpmvZ7GiEjJN.jpg,1954-08-01,Rear Window,FALSE,8.4,5744
en,Dangerous Game: The Legacy Murders,A family reunion at a remote mansion takes a lethal turn when they are trapped inside and forced to play a deadly survival game where only one will make it out alive.,19.955,/xkRhMw0tBpDtg28bytxN2hrhyri.jpg,2022-10-21,Dangerous Game: The Legacy Murders,FALSE,7.4,52
en,Hellboy II: The Golden Army,"Hellboy, his pyrokinetic girlfriend, Liz, and aquatic empath, Abe Sapien, face their biggest battle when an underworld elven prince plans to reclaim Earth for his magical kindred. Tired of living in the shadow of humans, Prince Nuada tries to awaken an ancient force of killing machines, the all-powerful Golden Army, to clear the way for fantasy creatures to roam free. Only Hellboy can stop the dark prince and prevent humanity's annihilation.",23.82,/582tPE3faoiVpECMdGCNFxVwe70.jpg,2008-07-11,Hellboy II: The Golden Army,FALSE,6.7,4684
en,Cherry,"Cherry drifts from college dropout to army medic in Iraq - anchored only by his true love, Emily. But after returning from the war with PTSD, his life spirals into drugs and crime as he struggles to find his place in the world.",27.339,/pwDvkDyaHEU9V7cApQhbcSJMG1w.jpg,2021-02-26,Cherry,FALSE,7.4,1108
en,ParaNorman,"In the town of Blithe Hollow, Norman Babcock can speak to the dead, but no one other than his eccentric new friend believes his ability is real. One day, Norman's eccentric uncle tells him of a ritual he must perform to protect the town from a curse cast by a witch centuries ago.",25.321,/9DZPtuYTKYxt6vzHvZ5FLThG4fl.jpg,2012-08-03,ParaNorman,FALSE,7,2272
en,Paddington,"A young Peruvian bear travels to London in search of a new home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family.",23.773,/y7lFcSKhFrcelocr2VFflJnVzIH.jpg,2014-11-24,Paddington,FALSE,7.1,3257
en,Mr. Harrigan's Phone,"Craig, a young boy living in a small town befriends an older, reclusive billionaire, Mr. Harrigan. The two form a bond over books and an iPhone, but when the man passes away the boy discovers that not everything dead is gone.",27.339,/gPn9e8eP7TeKQU4IeWAMzOajR40.jpg,2022-10-05,Mr. Harrigan's Phone,FALSE,6.5,643
en,Project Power,"An ex-soldier, a teen and a cop collide in New Orleans as they hunt for the source behind a dangerous new pill that grants users temporary superpowers.",24.333,/TnOeov4w0sTtV2gqICqIxVi74V.jpg,2020-08-14,Project Power,FALSE,6.5,2568
en,Twin Peaks: Fire Walk with Me,"In the questionable town of Deer Meadow, Washington, FBI Agent Desmond inexplicably disappears while hunting for the man who murdered a teen girl. The killer is never apprehended, and, after experiencing dark visions and supernatural encounters, Agent Dale Cooper chillingly predicts that the culprit will claim another life. Meanwhile, in the more cozy town of Twin Peaks, hedonistic beauty Laura Palmer hangs with lowlifes and seems destined for a grisly fate.",22.816,/rol5H6loAojd6tH2VXQYEXzGQk1.jpg,1992-06-03,Twin Peaks: Fire Walk with Me,FALSE,7.3,1678
en,Crimes of the Future,"With his partner Caprice, celebrity performance artist Saul Tenser publicly showcases the metamorphosis of his organs in avant-garde performances. Timlin, an investigator from the National Organ Registry, obsessively tracks their movements, which is when a mysterious group is revealed... Their mission -- to use Saul's notoriety to shed light on the next phase of human evolution.",20.513,/RAFYMC0NgK9In9aGY6k6wsIL8w.jpg,2022-05-25,Crimes of the Future,FALSE,6.2,801
en,Ghosts of the Ozarks,"In 1866, a young doctor is summoned by his uncle to a remote town in the Ozarks only to discover upon his arrival that the utopian paradise is not all that it seems to be.",20.142,/5KgBwcelQoxWgplfJhY46Urz3Cf.jpg,2022-02-04,Ghosts of the Ozarks,FALSE,5.8,18
en,Breakthrough,"Tragedy strikes when a woman named Joyce's son falls through the ice on a frozen lake and is trapped underwater for over 15 minutes. After being rushed to the hospital, the 14-year-old boy continues to fight for his life as Joyce, her husband and their pastor stay by his bedside and pray for a miracle.",22.026,/85BfZAYh4zC1U6NBz2ZkXb3y67v.jpg,2019-04-10,Breakthrough,FALSE,7.6,967
en,Isle of Dogs,"In the future, an outbreak of canine flu leads the mayor of a Japanese city to banish all dogs to an island that's a garbage dump. The outcasts must soon embark on an epic journey when a 12-year-old boy arrives on the island to find his beloved pet.",30.874,/c0nUX6Q1ZB0P2t1Jo6EeFSVnOGQ.jpg,2018-03-23,Isle of Dogs,FALSE,7.9,4312
en,Unwelcome,"Londoners Maya and Jamie escape their urban nightmare to the tranquility of rural Ireland only to discover malevolent, murderous goblins lurking in the gnarled, ancient wood at the foot of their new garden. When heavily pregnant Maya’s relationship with a local family turns sour, who – or what – will come to her rescue and to what extremes will she go to protect her unborn child?",19.052,/88bGObx8YKLQDOOhcrBHHzXpiAv.jpg,2023-01-27,Unwelcome,FALSE,5.9,47
en,I Still See You,"A spellbinding and romantic supernatural thriller. Ten years after an apocalyptic event left the world haunted by ghosts, Roni receives a threatening message from beyond the grave. Joining forces with a mysterious classmate, Kirk, Roni descends into a shadow world that blurs the bounds of the living and the dead-and begins a desperate race against time to stop a cunning killer.",20.075,/9fqzZs922V8OmwgO11Eqclof2mQ.jpg,2018-09-27,I Still See You,FALSE,6.6,546
